store_ID,nb_customers_on_day,open,promotion,school_holiday,Predicted_Sales
361,0,0,0,0,0.0
169,924,1,1,0,9667.515151515152
360,761,1,1,0,7221.5
42,887,1,0,0,7800.111111111111
268,487,1,0,0,4659.774302620456
772,651,1,0,0,5873.333333333333
130,0,0,0,0,0.0
850,704,1,0,1,6928.375
107,829,1,0,0,5869.142857142857
893,841,1,1,0,8238.720319634704
529,699,1,0,0,6608.666666666667
2,0,0,0,0,0.0
257,882,1,1,0,7654.571428571428
939,657,1,1,0,6634.387096774193
370,592,1,0,0,6701.875
263,399,1,0,0,4020.1875
600,673,1,1,0,8077.444444444444
669,351,1,0,0,3808.5714285714284
338,458,1,0,0,4741.666666666667
95,1027,1,1,1,10101.446827524576
1087,0,0,0,0,0.0
74,682,1,0,0,4694.285714285715
472,602,1,0,0,4055.222222222222
416,1183,1,0,0,9118.04109589041
220,609,1,0,0,4463.333333333333
556,916,1,1,0,8254.404411764706
154,679,1,0,0,7749.0
82,0,0,0,0,0.0
259,2156,1,1,1,9957.6
203,769,1,0,0,5602.8
906,1166,1,0,0,9339.4
637,590,1,0,0,6991.92
49,777,1,1,0,12085.0
882,979,1,1,0,7920.888888888889
130,588,1,1,0,6434.020107238606
67,577,1,0,0,5756.567073170731
317,0,0,0,0,0.0
771,783,1,1,1,7724.777777777777
912,1115,1,0,0,10827.2
1062,606,1,1,0,6594.7
966,465,1,0,0,3436.9
508,764,1,1,0,8484.2
289,562,1,1,0,6650.625
904,469,1,0,0,4717.210526315789
386,732,1,1,0,9445.857142857143
373,454,1,1,0,6775.0
133,378,1,0,0,3561.2013651877132
695,472,1,0,0,4461.84375
611,407,1,0,1,4410.8
195,1232,1,0,0,9689.888888888889
801,452,1,1,0,4890.4
1082,1193,1,1,0,8806.666666666666
716,0,0,0,0,0.0
343,572,1,0,0,5366.4
449,1397,1,0,0,9216.166666666666
242,389,1,1,0,4568.444444444444
642,430,1,0,0,3254.222222222222
110,738,1,1,0,5857.8
67,794,1,1,1,7926.2
1040,1150,1,1,0,12804.8
484,808,1,1,0,8230.33575883576
550,0,0,0,0,0.0
770,0,0,0,0,0.0
251,2239,1,0,0,17071.777777777777
146,642,1,1,1,6802.334090909091
876,442,1,0,0,4243.4
276,545,1,1,0,4585.166666666667
326,457,1,0,1,4108.835648148148
608,855,1,0,0,9445.666666666666
37,705,1,0,0,5735.222222222223
548,295,1,0,0,3376.4
332,608,1,1,0,6453.787128712871
965,1238,1,1,1,13514.2
93,0,0,0,0,0.0
1005,1026,1,0,0,7829.8
403,0,0,0,0,0.0
904,414,1,0,0,4373.6
179,1472,1,0,1,11836.857142857143
974,1668,1,1,0,12863.8
527,1086,1,1,0,12118.0
888,777,1,1,0,8210.0
1022,769,1,0,0,6328.6
807,1170,1,1,1,12018.8
1066,1027,1,0,0,10095.555555555555
61,573,1,0,0,5327.964989059081
503,595,1,1,1,6213.836065573771
837,353,1,0,0,2140.2
156,1128,1,1,0,12968.0
817,3010,1,1,0,22339.0
358,1012,1,0,0,8586.121212121212
61,807,1,1,0,7361.2
1097,1730,1,0,0,6833.444444444444
104,1328,1,0,0,9832.3
324,0,0,0,0,0.0
407,327,1,1,0,4352.0
40,0,0,0,0,0.0
1023,626,1,0,0,5280.972972972973
849,795,1,0,0,6543.9447154471545
1058,775,1,1,0,7840.704630788486
1009,471,1,1,0,5526.71875
455,419,1,1,0,6203.666666666667
727,273,1,0,0,2654.375
427,692,1,0,0,6588.333333333333
433,696,1,1,0,6380.083333333333
375,0,0,0,0,0.0
909,968,1,0,0,9388.142857142857
762,314,1,0,0,2724.8
1019,1032,1,1,1,14308.666666666666
992,843,1,1,0,7083.561403508772
886,0,0,0,0,0.0
491,623,1,1,1,9670.0
934,461,1,0,0,3942.625
722,0,0,0,1,0.0
79,497,1,0,0,4552.0
721,676,1,1,0,6814.0
487,566,1,0,0,5297.2746987951805
1003,594,1,0,0,5099.7
566,627,1,1,1,5895.375
852,512,1,0,0,3906.2
834,635,1,1,0,5931.285714285715
559,0,0,0,0,0.0
527,1030,1,1,0,11519.666666666666
661,529,1,0,0,4939.406698564593
83,389,1,1,0,4833.0
494,1097,1,0,0,7097.4
396,1089,1,0,0,9676.333333333334
666,540,1,0,1,5371.471830985915
65,427,1,0,0,4376.6
1025,868,1,1,0,7542.285714285715
62,818,1,1,0,7466.125
401,278,1,0,0,2886.6
896,1127,1,0,0,6983.5
1007,631,1,0,1,4675.2
200,753,1,0,1,6316.333333333333
360,896,1,1,0,9305.444444444445
658,631,1,0,0,5673.628428927681
261,0,0,0,0,0.0
946,392,1,0,0,3707.2
849,1097,1,1,1,11218.875
300,787,1,0,0,5930.294117647059
119,771,1,1,1,7438.75
583,349,1,0,0,3137.4
491,523,1,1,0,6862.25
978,1035,1,1,0,7824.125
941,383,1,0,0,3666.4
1072,609,1,0,0,6164.6
1060,0,0,0,0,0.0
314,562,1,0,0,5234.368171021378
677,0,0,0,0,0.0
480,0,0,0,0,0.0
674,635,1,0,0,4792.888888888889
118,0,0,0,0,0.0
234,1130,1,1,0,12964.875
845,307,1,1,0,4338.6
748,414,1,0,0,4363.966666666666
691,635,1,1,0,9217.75
21,347,1,0,1,3142.8
377,1001,1,0,0,7369.125
37,682,1,1,0,7705.285714285715
790,727,1,1,1,9022.470588235294
813,608,1,0,0,5062.25
1060,1025,1,0,1,6862.222222222223
564,411,1,0,0,4301.555555555556
1026,1449,1,1,0,14224.333333333334
6,642,1,0,0,5499.0
228,644,1,0,0,8088.166666666667
970,0,0,0,0,0.0
973,869,1,0,0,6767.0
69,1230,1,1,0,10427.833333333334
440,579,1,0,0,4415.666666666667
874,480,1,0,0,4100.0
1038,0,0,0,0,0.0
425,336,1,0,0,2385.625
676,2006,1,0,0,10272.375
820,1089,1,0,0,11545.57142857143
739,715,1,1,0,9226.6
342,748,1,0,0,9187.714285714286
48,374,1,0,0,3403.1666666666665
581,696,1,1,1,7046.6
1043,1188,1,0,0,7885.0
502,1420,1,0,0,9361.0
582,1081,1,1,1,10048.9
173,1018,1,1,0,8939.125
973,809,1,1,1,8238.720319634704
991,496,1,0,0,4396.2801724137935
676,1556,1,1,0,6346.75
110,345,1,0,0,3017.4186046511627
725,515,1,0,0,5019.84
870,844,1,1,1,5698.666666666667
62,705,1,0,1,6170.142857142857
157,926,1,1,1,9426.111111111111
886,399,1,0,0,3943.6666666666665
307,147,1,0,0,1237.0
100,944,1,1,1,10022.2
759,906,1,1,0,8875.555555555555
24,756,1,0,0,8144.166666666667
966,586,1,0,0,4558.25
817,3094,1,0,0,20228.11111111111
134,539,1,0,0,4649.0
613,1043,1,0,0,6278.333333333333
751,584,1,1,1,4531.125
418,471,1,0,0,4477.872611464968
972,531,1,1,1,4961.470588235294
463,0,0,0,0,0.0
840,0,0,0,0,0.0
766,462,1,0,0,4837.5
769,3710,1,1,1,13739.8
1030,0,0,0,0,0.0
1084,646,1,0,0,5775.280602636535
989,0,0,0,0,0.0
963,0,0,0,0,0.0
336,1846,1,0,0,12149.142857142857
995,1072,1,1,0,13608.666666666666
1002,846,1,1,0,7548.0
344,1513,1,1,0,12808.714285714286
653,429,1,0,0,4791.125
137,777,1,0,0,6940.7
83,336,1,1,0,3901.25
1007,783,1,1,0,6743.836363636364
748,451,1,0,0,4742.2
690,705,1,0,0,4660.0
194,372,1,1,0,4568.0
1070,1158,1,1,1,10555.0
615,1547,1,1,1,12989.6
424,1061,1,1,0,11155.862068965518
945,330,1,0,0,3509.2
942,485,1,0,0,5642.0
1035,235,1,0,0,2065.5
359,690,1,1,0,8089.6
75,574,1,0,0,5327.964989059081
1010,809,1,1,1,9448.0
21,367,1,0,0,3267.1666666666665
29,0,0,0,0,0.0
585,737,1,0,0,4300.0
80,574,1,1,0,7806.0
981,646,1,0,0,5898.092592592592
908,0,0,0,0,0.0
728,492,1,0,0,5019.84
19,657,1,1,1,7710.166666666667
738,602,1,1,1,7372.4
740,555,1,0,1,7404.2
343,657,1,0,0,6242.142857142857
607,0,0,0,0,0.0
19,496,1,0,0,4379.875
280,0,0,0,0,0.0
266,547,1,0,1,4117.125
927,955,1,0,0,7372.25
278,1198,1,1,0,12536.7
548,328,1,0,0,3555.25
109,760,1,0,0,5890.8
85,967,1,1,0,7269.0
460,193,1,0,0,2182.8
148,882,1,0,1,8795.2
500,288,1,1,1,3415.375
643,0,0,0,0,0.0
131,512,1,0,0,4690.4
867,148,1,0,0,1197.5
325,635,1,0,1,6108.6875
126,796,1,1,0,7566.714285714285
456,1118,1,1,1,8582.2
532,1365,1,1,0,11823.777777777777
1046,0,0,0,0,0.0
940,758,1,0,0,7092.571428571428
756,0,0,0,0,0.0
62,695,1,0,1,5832.882352941177
831,1349,1,0,0,9692.333333333334
894,859,1,0,1,6877.2
65,635,1,1,0,6802.334090909091
229,710,1,1,0,9087.416666666666
513,1713,1,0,0,13829.714285714286
81,424,1,1,0,4578.4
1033,1321,1,0,1,13239.375
750,0,0,0,0,0.0
607,528,1,1,0,5337.333333333333
213,790,1,1,0,11426.6
907,958,1,1,0,7380.375
584,479,1,1,0,5815.333333333333
789,590,1,0,0,3260.7272727272725
133,0,0,0,0,0.0
246,1284,1,1,0,11071.27741935484
440,0,0,0,0,0.0
720,680,1,0,0,6166.954545454545
909,811,1,0,0,7689.0
785,601,1,0,0,5678.1509433962265
779,870,1,1,0,9956.0
69,0,0,0,0,0.0
41,0,0,0,1,0.0
397,764,1,1,0,6112.0
352,679,1,1,0,7325.222222222223
27,1162,1,1,0,10487.0
696,710,1,0,0,6316.939189189189
19,673,1,1,0,7242.8421052631575
596,915,1,1,1,6375.8
174,539,1,0,0,6157.2307692307695
826,707,1,0,1,7553.032258064516
408,517,1,0,0,5069.75
71,821,1,1,1,10476.75
1053,995,1,1,1,9224.4609375
859,919,1,1,0,10647.4
442,382,1,0,0,3106.714285714286
941,441,1,0,0,4262.423880597015
440,555,1,0,0,4408.625
1097,2987,1,0,0,13643.555555555555
432,2000,1,1,0,14849.2
689,640,1,0,0,5890.428571428572
389,1519,1,1,0,13393.0
110,577,1,1,0,5974.4
499,602,1,1,0,6051.95652173913
1076,524,1,0,0,3377.8571428571427
602,772,1,1,1,8076.0
256,1943,1,1,0,17265.5
793,0,0,0,0,0.0
1102,826,1,1,0,8897.57142857143
403,932,1,1,1,9283.875
418,539,1,1,1,5153.0
87,770,1,0,0,5551.166666666667
30,578,1,0,0,4846.71186440678
495,373,1,0,0,4376.8
519,507,1,0,0,4789.886908420405
97,925,1,1,0,10112.6
558,399,1,0,0,3867.008583690987
594,0,0,0,0,0.0
885,821,1,1,0,6264.4
1105,570,1,0,0,4801.714285714285
73,505,1,1,0,4756.8
856,0,0,0,0,0.0
1069,798,1,1,0,7840.704630788486
404,606,1,0,0,4520.5
146,683,1,1,0,7496.8533333333335
647,0,0,0,0,0.0
957,860,1,1,1,7492.666666666667
476,0,0,1,0,0.0
309,517,1,0,0,5085.411042944786
294,863,1,1,0,6434.8
366,470,1,0,1,4477.872611464968
539,1026,1,0,0,9693.8
394,668,1,0,0,7863.5
704,1252,1,1,0,12438.791666666666
626,0,0,1,0,0.0
653,780,1,1,0,8085.0
955,676,1,1,0,5660.653846153846
313,786,1,1,0,7979.428571428572
309,512,1,0,0,5318.5
345,0,0,0,0,0.0
446,335,1,0,0,2566.6666666666665
1085,668,1,0,0,5775.280602636535
914,1039,1,0,0,7863.777777777777
735,594,1,1,1,6267.0
38,435,1,0,0,4389.285714285715
90,1070,1,0,0,7685.444444444444
999,571,1,0,0,7316.9
715,1142,1,0,1,8760.75
477,447,1,0,0,4418.631958762887
480,332,1,0,0,2465.6666666666665
817,2846,1,1,0,20280.6
390,1165,1,1,1,12491.2
738,712,1,1,0,9226.6
855,621,1,1,0,5844.888888888889
1087,657,1,1,0,7009.833333333333
601,308,1,0,0,3410.6666666666665
1041,0,0,0,0,0.0
1025,832,1,1,0,7090.747663551402
300,766,1,0,1,5534.888888888889
420,480,1,1,1,5591.285714285715
25,1541,1,0,0,10079.555555555555
610,818,1,1,0,7573.0344827586205
317,0,0,0,0,0.0
1084,0,0,0,1,0.0
609,264,1,0,0,2571.3
697,1250,1,1,0,12438.791666666666
967,995,1,0,0,8477.666666666666
46,521,1,0,1,4126.0
693,367,1,0,0,4237.111111111111
722,1613,1,1,0,10231.57142857143
529,693,1,0,0,6749.2
539,1397,1,0,0,11839.625
339,0,0,0,0,0.0
394,724,1,0,0,8233.4
1099,0,0,0,0,0.0
322,701,1,1,0,6614.666666666667
235,517,1,1,0,5925.921052631579
344,935,1,0,0,6236.4
256,923,1,0,1,6473.0
684,689,1,1,1,9821.142857142857
550,451,1,0,0,5112.818181818182
785,627,1,1,0,7780.0
377,791,1,0,0,6576.959183673469
845,0,0,0,0,0.0
123,0,0,0,0,0.0
943,596,1,0,1,6564.4
321,667,1,0,0,6104.666666666667
900,421,1,0,0,4584.6
726,1017,1,1,1,10327.6
398,624,1,0,0,5084.708333333333
1013,0,0,0,0,0.0
960,560,1,0,0,6136.25
1041,609,1,0,0,5766.046875
5,0,0,0,0,0.0
249,576,1,1,0,5709.333333333333
1006,0,0,0,0,0.0
1079,560,1,0,1,5969.857142857143
922,855,1,1,0,8104.375
312,582,1,0,0,5188.923076923077
509,0,0,0,1,0.0
1007,703,1,0,0,5593.5
530,546,1,0,0,4934.056338028169
463,1080,1,0,0,5913.4
798,1004,1,1,1,8589.857142857143
639,0,0,1,1,0.0
168,0,0,0,0,0.0
278,1010,1,0,1,12128.857142857143
352,592,1,1,0,6434.020107238606
577,0,0,0,0,0.0
411,0,0,0,0,0.0
146,0,0,0,0,0.0
41,417,1,1,0,5297.8
733,3416,1,0,0,15405.6
1053,1391,1,1,0,13798.111111111111
765,576,1,1,0,5524.0
761,951,1,0,1,7892.008032128514
881,0,0,0,0,0.0
896,1015,1,0,0,6090.0
906,0,0,0,1,0.0
220,460,1,0,0,4477.872611464968
1077,0,0,0,0,0.0
530,764,1,1,0,4743.0
157,1132,1,0,1,10047.875
1111,273,1,0,0,3145.5
296,727,1,1,0,6795.333333333333
944,1109,1,1,0,7223.571428571428
354,807,1,1,1,10649.0
561,447,1,0,0,3678.830065359477
395,512,1,1,1,3937.2
175,617,1,0,0,4861.857142857143
349,927,1,0,0,9521.714285714286
542,637,1,1,0,8051.375
421,958,1,0,1,8857.111111111111
229,820,1,1,0,9934.2
11,1035,1,1,1,10101.446827524576
902,648,1,1,0,4946.666666666667
408,0,0,0,0,0.0
825,0,0,0,1,0.0
761,1078,1,1,0,10341.633333333333
1105,479,1,0,0,4045.285714285714
1084,0,0,0,1,0.0
149,0,0,1,0,0.0
350,533,1,1,1,7889.0
214,827,1,0,0,10478.6
818,744,1,1,0,7962.521739130435
961,676,1,0,0,6019.3125
133,704,1,0,0,5206.714285714285
287,0,0,0,1,0.0
82,918,1,0,0,9078.5
264,1053,1,0,0,8049.888888888889
391,657,1,0,0,4947.142857142857
208,423,1,1,0,3092.375
194,390,1,0,0,4413.5
1038,0,0,0,0,0.0
700,566,1,1,0,4883.75
269,982,1,0,0,6737.6
393,448,1,0,0,4449.7441860465115
694,677,1,0,0,6523.333333333333
319,0,0,0,0,0.0
314,0,0,0,0,0.0
606,0,0,0,0,0.0
961,666,1,0,0,5941.431818181818
562,3461,1,0,0,19979.714285714286
360,1080,1,1,0,11568.6
507,0,0,0,0,0.0
465,566,1,0,0,6688.470588235294
669,308,1,0,0,3328.875
1076,591,1,1,0,4140.777777777777
269,1407,1,1,0,11361.4
453,678,1,0,0,4784.285714285715
1064,903,1,0,0,7511.6
651,1134,1,1,0,9766.42857142857
276,510,1,0,0,3742.6
941,506,1,0,0,4329.333333333333
896,937,1,0,1,5406.6
10,681,1,1,0,7093.3
225,471,1,0,0,4477.872611464968
417,675,1,0,0,5963.777777777777
1112,0,0,0,0,0.0
1055,953,1,1,0,7751.5
873,303,1,0,0,2846.3333333333335
1079,511,1,0,0,5864.0
264,0,0,0,0,0.0
666,0,0,0,0,0.0
1022,778,1,0,0,6252.333333333333
885,801,1,0,0,6543.9447154471545
707,899,1,0,0,7086.777777777777
1098,0,0,1,1,0.0
739,828,1,0,0,7233.506958250497
806,421,1,0,0,4924.833333333333
963,365,1,0,1,3796.875
114,522,1,0,0,3959.0
924,437,1,0,0,4105.95652173913
141,495,1,0,1,4065.2
725,633,1,0,0,5821.603174603175
807,1183,1,1,0,12883.8
64,0,0,0,0,0.0
255,603,1,0,0,5586.2
583,0,0,0,0,0.0
224,531,1,1,0,7572.75
453,630,1,1,0,7579.375
286,529,1,1,0,6516.833333333333
94,531,1,0,0,5243.377049180328
990,732,1,1,0,7347.997920997921
397,0,0,1,0,0.0
372,720,1,0,0,7749.833333333333
1104,0,0,0,0,0.0
283,0,0,0,0,0.0
411,698,1,0,0,8513.166666666666
220,793,1,1,0,6333.571428571428
357,0,0,0,0,0.0
927,800,1,0,0,5630.5
740,563,1,1,0,8530.0
38,855,1,1,1,8681.857142857143
657,581,1,0,0,4136.419354838709
480,715,1,1,0,5835.0
206,926,1,1,0,8481.0
489,298,1,0,0,2671.6857142857143
717,460,1,0,0,4009.714285714286
151,552,1,0,0,5190.290024630542
909,1120,1,1,0,12754.5
367,549,1,0,0,5201.571428571428
571,538,1,1,0,5956.62962962963
138,294,1,0,0,2878.2330508474574
1016,555,1,1,0,6288.571428571428
473,383,1,0,0,2889.8333333333335
199,543,1,0,1,6167.8
510,839,1,1,0,8230.33575883576
539,1330,1,1,0,14083.714285714286
894,0,0,0,0,0.0
976,776,1,0,1,7726.0
372,823,1,1,1,9385.475
553,507,1,1,1,5646.8
691,651,1,1,0,9638.0
111,575,1,1,0,5974.4
1059,1145,1,0,0,7936.625
769,2791,1,0,0,9692.2
628,843,1,0,0,6614.428571428572
725,524,1,0,0,4863.444444444444
115,457,1,0,0,5746.0
618,445,1,0,0,5626.0
805,0,0,0,0,0.0
511,1010,1,0,1,7649.4
29,0,0,0,0,0.0
158,523,1,0,0,5160.072115384615
889,635,1,1,0,6511.375
179,960,1,0,0,6763.125
811,0,0,0,0,0.0
1032,1154,1,1,0,11440.777777777777
1111,673,1,1,1,6358.666666666667
603,963,1,0,0,6294.857142857143
687,743,1,1,0,8256.2
671,533,1,0,1,4963.0
655,709,1,0,1,7771.555555555556
944,1177,1,0,0,8017.8
170,494,1,0,0,5083.405063291139
1005,1000,1,1,0,7271.2
172,866,1,0,1,6874.408805031447
257,689,1,0,0,5263.142857142857
1100,0,0,0,1,0.0
43,0,0,0,0,0.0
650,746,1,1,0,8228.8
425,458,1,0,0,3100.85
535,1156,1,1,1,11728.75
875,536,1,1,0,5846.545454545455
109,705,1,1,0,7051.024390243902
471,507,1,0,0,4938.28645294726
543,342,1,1,0,4867.666666666667
154,656,1,0,0,6846.428571428572
772,0,0,0,0,0.0
826,647,1,0,0,7057.8
394,688,1,1,1,9234.6
805,651,1,0,0,7498.6
887,662,1,1,1,8142.14705882353
786,0,0,0,0,0.0
486,0,0,0,0,0.0
514,485,1,0,0,4659.774302620456
61,504,1,1,0,4122.8
1089,970,1,0,0,9704.8
758,658,1,0,0,4710.2
341,662,1,0,1,4569.714285714285
437,0,0,0,1,0.0
436,401,1,0,0,3343.8695652173915
599,0,0,0,1,0.0
1018,1213,1,0,0,9595.0
549,444,1,0,0,3900.0
829,676,1,0,0,4832.666666666667
1022,763,1,0,0,6328.6
788,1465,1,0,0,15344.5
1089,903,1,1,0,9395.0
767,0,0,1,1,0.0
1020,1118,1,0,0,9076.625
156,958,1,1,0,10579.333333333334
220,691,1,1,0,5301.2
494,1061,1,0,0,7117.6
912,681,1,1,0,5287.272727272727
823,480,1,0,0,4311.166666666667
635,224,1,0,0,2131.6
199,436,1,0,0,4703.115384615385
819,573,1,0,1,5153.768115942029
693,786,1,1,0,12281.625
383,2396,1,0,1,18564.0
732,679,1,0,0,5639.857142857143
640,970,1,1,0,13117.076923076924
65,274,1,0,0,2929.6
238,1327,1,1,1,13195.285714285714
873,658,1,1,0,6535.916666666667
460,520,1,1,0,6598.2
780,287,1,0,0,2063.0
21,0,0,0,0,0.0
44,573,1,0,0,4512.0
19,565,1,0,0,4872.636363636364
875,358,1,0,0,3390.4285714285716
1089,1183,1,1,0,13228.42857142857
570,877,1,1,1,8431.899285714286
676,1252,1,0,0,5395.833333333333
712,539,1,0,0,5454.8
127,758,1,0,0,5698.833333333333
548,339,1,0,1,3830.3333333333335
408,0,0,0,0,0.0
185,0,0,0,0,0.0
599,1064,1,0,0,12090.666666666666
288,494,1,1,0,6929.625
303,936,1,1,0,8172.8
224,376,1,0,0,5003.142857142857
541,0,0,0,0,0.0
818,898,1,1,0,9619.4
340,818,1,1,0,7865.0
962,1191,1,1,0,10013.2
321,348,1,0,0,2883.4
361,627,1,1,0,6739.25
145,1111,1,0,0,6363.8
1017,0,0,0,1,0.0
170,0,0,0,0,0.0
580,1515,1,1,0,10442.166666666666
35,632,1,0,0,7611.428571428572
348,713,1,0,0,8164.636363636364
1100,642,1,0,1,4614.4
493,887,1,0,0,8267.6
776,452,1,0,0,4084.2
416,1659,1,1,0,14525.2
451,506,1,1,0,6506.4
1032,825,1,0,1,6450.4
732,959,1,1,1,9426.624309392266
548,408,1,1,0,5573.8
651,828,1,0,0,6085.4
637,624,1,0,1,7787.0
881,547,1,0,1,3444.8
286,576,1,0,0,6155.190476190476
236,798,1,0,0,6052.857142857143
1011,717,1,0,0,5655.1
1063,567,1,1,0,4636.142857142857
504,831,1,0,1,5302.285714285715
482,968,1,1,1,8953.184466019418
350,414,1,0,0,5117.2
370,634,1,1,0,8781.25
1078,455,1,0,1,4862.4
782,686,1,0,1,4429.0
8,0,0,0,0,0.0
513,2185,1,0,1,18091.2
201,330,1,0,0,3539.0
253,0,0,0,0,0.0
233,1000,1,1,0,8958.0
148,936,1,0,0,9583.285714285714
692,0,0,0,0,0.0
715,914,1,1,1,10011.8
715,644,1,0,0,6033.402816901408
1005,918,1,0,0,5412.666666666667
951,836,1,1,0,8238.720319634704
369,645,1,0,0,7438.333333333333
227,647,1,1,0,7324.412698412699
150,759,1,0,0,7061.857142857143
269,1075,1,0,0,7552.4
8,385,1,0,0,3115.8888888888887
590,0,0,0,0,0.0
724,599,1,0,1,5615.66
1110,498,1,0,0,3687.4
947,1162,1,0,1,7972.833333333333
1051,679,1,0,0,6194.86
770,541,1,0,0,4691.75
655,1065,1,1,0,13752.166666666666
467,1448,1,0,1,11588.6
817,2719,1,0,0,17732.2
124,299,1,0,0,2878.2330508474574
297,0,0,0,0,0.0
31,791,1,1,0,8354.954545454546
949,382,1,0,0,3617.1666666666665
429,373,1,0,1,4313.0
615,1186,1,0,0,9089.0
182,513,1,1,0,5913.2
736,614,1,1,0,6853.9
276,658,1,1,0,6280.637037037037
687,0,0,0,0,0.0
401,679,1,1,0,7446.428571428572
815,0,0,0,0,0.0
329,814,1,1,0,10183.375
910,592,1,1,0,6340.083333333333
473,0,0,0,0,0.0
1017,1236,1,1,1,9530.333333333334
408,383,1,0,0,3501.625
822,731,1,1,0,7962.521739130435
393,518,1,0,0,5405.044642857143
105,410,1,0,0,3680.285714285714
1083,290,1,0,1,3926.777777777778
918,666,1,1,0,6104.349650349651
1081,701,1,0,0,5477.633333333333
692,1054,1,1,1,9673.0
239,508,1,0,0,5290.0
618,578,1,0,0,7883.333333333333
962,757,1,0,0,5180.5
332,539,1,1,0,4075.2
461,330,1,0,0,3050.0
1000,575,1,0,0,5900.571428571428
54,0,0,0,0,0.0
697,1019,1,0,1,10238.2
70,766,1,1,1,7513.5
1000,824,1,1,0,10146.701149425287
494,1247,1,0,0,9104.6
772,558,1,1,1,4597.5
264,0,0,0,0,0.0
219,438,1,0,0,3113.2
406,324,1,0,0,3952.4285714285716
749,815,1,1,0,7461.153846153846
649,292,1,0,0,2803.875
1022,804,1,0,1,6901.4
431,1062,1,1,0,10349.047619047618
422,467,1,0,1,4477.872611464968
376,694,1,0,0,5851.111111111111
377,909,1,1,0,7193.0
582,780,1,0,0,6254.774193548387
560,1415,1,0,0,11093.8
481,559,1,1,0,6652.686746987952
864,585,1,0,0,3794.3333333333335
180,0,0,0,0,0.0
644,983,1,1,0,9257.142857142857
537,0,0,0,0,0.0
796,697,1,1,0,6971.111111111111
937,560,1,1,0,6984.6
397,804,1,1,0,5972.666666666667
656,367,1,0,0,3045.4
368,732,1,0,0,9512.4
257,764,1,1,0,6510.5
23,532,1,0,0,5779.833333333333
927,0,0,0,0,0.0
8,0,0,0,0,0.0
583,0,0,0,0,0.0
496,839,1,1,0,8230.33575883576
875,455,1,1,0,5279.625
932,652,1,0,0,5628.0
1007,0,0,0,0,0.0
242,437,1,1,1,5106.888888888889
776,646,1,0,0,8693.42857142857
638,421,1,0,1,4522.588235294118
962,746,1,0,0,5180.5
283,670,1,0,0,6341.625
998,536,1,1,0,4474.8
101,802,1,1,0,8357.0
238,0,0,0,0,0.0
968,1042,1,0,1,8765.625
324,1033,1,1,0,9812.5
570,775,1,0,0,5606.198757763975
113,510,1,0,0,4670.142857142857
403,994,1,1,0,10767.8
1104,363,1,0,1,4073.375
871,410,1,0,0,4918.2
839,587,1,0,0,4350.5
629,0,0,0,0,0.0
709,1429,1,0,0,10230.2
430,742,1,0,0,8605.2
322,0,0,1,1,0.0
987,1049,1,1,0,9169.666666666666
851,460,1,0,0,5265.75
734,528,1,0,0,4855.916666666667
123,1143,1,1,0,10451.416666666666
932,0,0,0,0,0.0
915,0,0,0,0,0.0
445,1552,1,1,0,10221.4
643,1117,1,1,0,9302.0
53,494,1,1,0,4773.714285714285
514,0,0,0,0,0.0
78,430,1,0,1,2862.8571428571427
853,930,1,0,0,8014.4
254,168,1,0,0,1665.5
252,0,0,0,0,0.0
545,1067,1,1,0,11248.0
326,502,1,0,0,5612.0
508,749,1,0,1,8352.42857142857
672,1951,1,0,0,10558.2
118,0,0,0,0,0.0
993,646,1,0,0,6156.0
113,0,0,0,0,0.0
497,846,1,0,0,6639.6
1015,611,1,1,1,8046.772727272727
535,1010,1,1,0,8897.6
289,615,1,0,0,6793.75
971,827,1,1,1,8238.720319634704
543,327,1,1,0,4590.222222222223
36,1048,1,0,0,9227.375
555,0,0,0,0,0.0
127,0,0,0,0,0.0
849,929,1,0,0,8759.5
381,1123,1,1,0,10993.645161290322
1104,397,1,0,0,3103.0
781,592,1,0,0,5678.1509433962265
561,684,1,1,0,6696.2
939,425,1,0,0,4101.111111111111
813,673,1,1,0,6031.166666666667
769,3327,1,1,0,11301.222222222223
1006,882,1,1,0,6728.222222222223
841,288,1,0,0,2527.4
683,967,1,0,1,8270.777777777777
473,218,1,1,0,2307.0
769,3472,1,1,0,11746.25
428,0,0,0,0,0.0
741,962,1,0,0,7892.008032128514
727,485,1,1,1,4932.5
918,319,1,0,0,3119.1111111111113
51,0,0,0,0,0.0
91,593,1,0,0,5125.357142857143
613,944,1,1,0,6421.6
698,1870,1,0,0,14518.0
462,0,0,0,1,0.0
790,732,1,0,0,7909.555555555556
660,410,1,0,1,3835.5405405405404
706,526,1,1,1,6251.6
1045,446,1,0,0,3096.8571428571427
141,644,1,1,0,6802.334090909091
1000,671,1,0,1,7345.333333333333
594,550,1,1,0,5956.62962962963
355,1258,1,1,0,11346.774193548386
954,812,1,0,1,6027.857142857143
484,692,1,1,0,7591.857142857143
182,0,0,0,0,0.0
908,311,1,0,0,3463.75
810,494,1,0,0,5937.6
105,573,1,0,0,5190.290024630542
43,0,0,0,0,0.0
669,416,1,1,0,5194.333333333333
197,1023,1,1,0,8648.456896551725
1083,420,1,1,0,5840.5
881,0,0,0,0,0.0
707,834,1,0,0,7233.506958250497
49,518,1,0,0,6706.0
527,893,1,0,1,9280.4
637,595,1,0,0,6991.92
208,309,1,0,0,1986.4
